"Noticia (link)","Fecha","Cuerpo de Noticia"
"https://www.facebook.com/LaVoz.com.ar/posts/10157228527260829","10/03","En fotos, la marcha en Córdoba por el Paro Internacional de Mujeres

La manifestación en Córdoba"
"https://www.facebook.com/LaVoz.com.ar/posts/10157834260480829","03/10","
lavoz.com.ar
La distancia política entre Córdoba y la Nación asomó también en los incendios | La Voz
Julián Cañas Sábado 03 de octubre de 2020 - 00:08 | Actualizado: 03/10/2020 - 08:36
6-7 minutos

El jueves por la tarde, el gobernador Juan Schiaretti agradeció el llamado del presidente Alberto Fernández por la crisis de los incendios forestales. El Gobierno nacional envió refuerzos para combatir las llamas, pero la pelea política también asomó en este escenario crítico.

El ministro de Ambiente de la Nación, Juan Cabandié, aterrizó en Córdoba ayer para supervisar la llegada de 64 brigadistas nacionales que refuerzan el combate contra los incendios.

Un día antes de venir a la provincia, el funcionario nacional, muy cercano a la vicepresidenta Cristina Fernández, había dejado algunas críticas solapadas hacia el Gobierno provincial.

“El Gobierno nacional puso a disposición todos los recursos para combatir el fuego en cada provincia. Desde hace cuatro semanas ofrecemos brigadistas en todas las provincias con fuegos. Finalmente, hoy (por el jueves) al mediodía Córdoba los requirió y a las 17 llegarán los primeros 64. Si nos piden más brigadistas, los enviaremos”, escribió en su cuenta de la red social Twitter el funcionario nacional.

El ministro también cuestionó a la Justicia de Córdoba y de Entre Ríos por no tener ningún detenido, ya que, según Cabandié, “el 95 por ciento de los incendios son intencionales”. El ministro de Ambiente de la Nación fue recibido en La Cumbre por la diputada nacional Gabriela Estévez, la referente del cristinismo en Córdoba.

Con un tono mesurado, la legisladora nacional también tiró una frase que pareció una crítica hacia el Centro Cívico.

“Los recursos que el Estado nacional envía son esenciales para combatir el fuego, pero todo esto debe ser también un llamado a la reflexión y a la acción. Debemos profundizar en una educación ambiental para transversalizar esta perspectiva en todas las áreas y así construir agenda y poder legislar para que estos hechos no sigan sucediendo”, manifestó Estévez.

El fuego seguía siendo incontrolable ayer en una zona cercana a Cruz del Eje, con mucha afectación de monte y de pastizales.
El fuego seguía siendo incontrolable ayer en una zona cercana a Cruz del Eje, con mucha afectación de monte y de pastizales.

Más aspereza

Desde el Frente de Todos, quien cuestionó con dureza al Gobierno de Córdoba fue el diputado Eduardo Fernández.

Para el legislador nacional cordobés, el gobernador Juan Schiaretti demoró demasiado en encender la alerta roja, cosa que ocurrió este viernes.

“Gobernador, no es tiempo para especulaciones políticas. Debió declarar antes la alerta roja ambiental y activar todos los mecanismos a mano para terminar con este ecocidio y llevar a la Justicia a sus responsables inmediatos. Lo que sigue es que como sociedad demos la discusión sobre el modelo de producción que está detrás de este ecocidio”, afirmó Fernández, referente del Partido Solidario en Córdoba, que a nivel nacional conduce Carlos Heller, y un hombre alineado con el presidente Alberto Fernández.
Los focos de incendio se aproximaban con peligro a zonas pobladas del norte cordobés.

Desde el Centro Cívico esquivan la polémica

Dicen que la asistencia llegó cuando fue solicitada.

El ministro de Desarrollo Social, Carlos Massei, aseguró que la Provincia está trabajando de manera “coordinada” con todas la áreas del Gobierno nacional. “Hay un buen diálogo con la Nación y está llegando la asistencia que solicitamos. Nadie puede dudar de la capacidad y experiencia de los bomberos de Córdoba en la lucha contra los incendios. Solicitamos la asistencia cuando lo creímos necesario”, dijo el funcionario schiarettista. “Todos los ministros tienen un buen diálogo y coordinan las medidas con sus pares nacionales”, dijo Massei.

La Justicia investiga el origen de 19 focos de esta temporada

En los últimos tres meses, la temporada alta de incendios en Córdoba, la Justicia abrió 19 investigaciones para determinar si hubo intencionalidad o negligencias graves en el origen de los fuegos.

Aún están detenidos, por estas causas, dos personas y hay otras 10 imputadas. Llama la atención que el mal estado de cables de energía eléctrica, como causa de cortos o caída de tendido, ya tiene a dos funcionarios acusados y a otro más en investigación.

Para el fiscal General adjunto Héctor David, las investigaciones se tienen que iniciar “sean casos culposos o dolosos, por indolencia o por intencionalidad”. Dice David: “El resultado es lo mismo, lo que cambia es la sanción. Pero los dos son delitos”.

Abrir investigación no es llegar a juicios y condenas. En los últimos cinco años, sólo se iniciaron 25 causas por incendios en Córdoba y apenas dos llegaron a condena.

El caso que parece más avanzado es el de los hermanos Raúl y Pablo Castro, quienes están imputados y detenidos con prisión preventiva por provocar un incendio en contra del propietario de un terreno vecino a su propiedad en Villa Albertina. El fuego consumió 30 mil hectáreas y llegó hasta Copacabana.

La Fiscalía de Cosquín imputó a Matías Carballo por un foco en Capilla del Monte, ocurrido un día más tarde. Por otro caso, de un incendio ocurrido el 22 de septiembre en Cuchi Corral, se decidió la imputación del jefe de la delegación local de la Empresa Provincial de Energía (Epec), Gustavo Sánchez. Si bien se aguarda el resultado del peritaje, se cree que el mal estado del tendido eléctrico ocasionó que cayera un cable y se iniciara el incendio en ese lugar, que afectó a una vasta zona.

A su vez, la Fiscalía de Villa Cura Brochero imputó al presidente de la Cooperativa de Luz de Salsacate, Juan Domingo Torres, porque el origen de los incendios que se produjeron en el paraje La Mudana y El Chamico habría sido una falla de mantenimiento en el tendido eléctrico.

Funcionarios imputados. Hay dos causas en contra de funcionarios responsables del mantenimiento del tendido eléctrico: un gerente de Epec y otro de una cooperativa. Se investiga un tercer caso.

NEWSLETTER 9AM

De lunes a viernes, la selección de nuestros editores de la información más relevante para cada jornada.

Ingresá tu correo electrónico

Edición Impresa

El texto original de este artículo fue publicado el 3/10/2020 en nuestra edición impresa.
"
"https://www.facebook.com/eldocetv/posts/3516292545073718","06/10","
eldoce.tv
Incendios en Córdoba: Schiaretti fue denunciado penalmente - ElDoce.tv
Por: El Doce Martes 06 de Octubre de 2020
3-4 minutos

En medio de una temporada de incendios que amenaza con ser récord en Córdoba (desde que se tienen registros), el gobernador Juan Schiaretti fue denunciado por la supuesta ""demora en pedir el apoyo a otras jurisdicciones"".

La denuncia, ingresada este lunes en la Mesa de Tribunales 2 y recayó en la Fiscalía del Distrito 2 Turno 5, fue realizada por Raúl Montenegro, biólogo y presidente de la Funam (Fundación para la Defensa del Medio Ambiente), y por el abogado Juan Smith. Ambos pidieron que la Justicia actúe en forma ""urgente"".

+ MIRÁ MÁS: Venden en Facebook lotes arrasados por los incendios en Carlos Paz

La presentación penal, difundida a través de las redes y confirmada a El Doce por Montenegro, solicita que ""se lo investigue al gobernador Juan Schiaretti por haber demorado en forma injustificada el pedido de apoyo a otras jurisdicciones, lo cual impidió contar con Bomberos Voluntarios y tecnología suplementaria para apagar fuegos""..

Para el biólogo, la ""demora en declarar la alerta roja"" provocó que los incendios ""excedieran el trabajo de los Bomberos Voluntarios y de aviones hidrantes"" durante ""buena parte de los 10 días en que solo actuó el Plan Provincial de Manejo del Fuego"". ""Poco le importó al gobernador el agotamiento de los Bomberos Voluntarios y la atroz cantidad de hectáreas quemadas"", disparó.

+ MIRÁ MÁS: Incendios: afirman que se quemaron 190 mil hectáreas en Córdoba

Además, Montenegro apuntó contra el Gobierno provincial por ""no hacer suficiente prevención de incendios ni a fines del año 2019 ni en el 2020, aún sabiendo que estábamos en un período extremadamente seco, y en una provincia con una larga tradición de fuegos cuyos sectores más beneficiados se vinculan a la expansión de la agricultura industrial, la ganadería y los negocios inmobiliarios"".

""Aunque por ley no se puede cambiar el uso del suelo, la ineptitud de la Secretaría de Ambiente de la provincia no garantiza que el uso del suelo siga siendo el mismo"", agregó. 


El fuego arrasó con un viñedo. Foto: El Doce.

Una tragedia

""Nos queda menos del 3% de bosque nativo cerrado (...) Que en una provincia donde queda menos de 600.000 hectáreas de bosque en estado de buena conservación se quemen 191.000 hectáreas es una tragedia"", sostuvo el activista cordobés e hizo hincapié en la pérdida para el medio ambiente. ""Después de un incendio basta con plantar árboles. No se dan cuenta que los incendios y los desmontes matan biodiversidad, es decir cientos y miles de especies, desde virus, bacterias y hongos a insectos, vertebrados y árboles"", destacó.

""La biodiversidad de un ecosistema no se planta, pues depende de un proceso de sucesión ecológica o ecosucesión que lleva muchísimo tiempo, años, décadas y según los lugares, hasta siglos"", añadió.
"
"https://www.facebook.com/Cadena3Argentina/posts/4038168002877800","7/10","
cadena3.com
Carlos Paz prohibirá las urbanizaciones en zonas quemadas
Cadena 3 Argentina
2 minutos

Mientras la justicia investiga la intencionalidad de los incendios que azotaron a Córdoba durante más de 10 días y que afectó a 191 mil hectáreas en toda la provincia, el intendente de Carlos Paz, Daniel Gómez Gesteira garantizó que no permitirán el desarrollo de nuevas urbanizaciones en los terrenos quemados.

""Este tipo de conductas pone en riesgo la integridad física de los vecinos donde sea"", dijo respecto a quienes provocaron las llamas. 

En este contexto, aseguró a Cadena 3 que desde la Municipalidad continuarán defendiendo el concepto ambiental y sustentable con el que se maneja la ciudad.

/Inicio Código Embebido/

/Fin Código Embebido/

""Es una ciudad que se propuso la imposibilidad de tener countries y edificios de altura, por un concepto ambiental claro. Se avanzó en la zona del límite con Carlos Paz del perilago, en una normativa que vamos a mandar al Consejo Medioambiental sobre una reflexión por el uso del tipo de suelo"", manifestó.

Finalmente subrayó que el concepto inmobiliario de la Municipalidad no convive con la creación de este tipo de nuevas urbanizaciones, que avanzan sobre la naturaleza a costa de quemas.

/Inicio Código Embebido/

/Fin Código Embebido/

Informe de Abelardo Fonseca.
"
"https://www.facebook.com/LaVoz.com.ar/posts/10157844040570829","7/10","
lavoz.com.ar
Villa Carlos Paz quiere prohibir las urbanizaciones en lotes incendiados | La Voz
Redacción LAVOZ Miércoles 07 de octubre de 2020 - 17:10
1 minuto

Publicidad

Ciudadanos • Incendios en Córdoba

El municipio busca prohibir la urbanización en lotes que fueron arrasados por las llamas tanto en la ciudad como en sectores aledaños como Villa Santa Cruz del Lago. Informe de El Doce. Hace una semana, las llamas estuvieron a metros de varios barrios en Carlos Paz y en Tanti.
"
"https://www.facebook.com/eldocetv/posts/3519333534769619","7/10","
eldoce.tv
Carlos Paz: tras el escándalo, prohibirán urbanizaciones en lotes quemados - ElDoce.tv
Por: El Doce Miércoles 07 de Octubre de 2020
2-3 minutos

Mientras Córdoba sigue sufriendo el drama del fuego y crecen las denuncias que aseguran que los incendios fueron intencionales en varios puntos de la provincia, Carlos Paz busca prohibir la urbanización en lotes que fueron arrasados por las llamas tanto en la ciudad como en sectores aledaños como Villa Santa Cruz del Lago.

Ocurre tras el escándalo que reveló El Doce, que mostró cómo los terrenos quemados se ofrecían a la venta hasta en Facebook.

+ MIRÁ MÁS: Después del fuego, cenizas: la destrucción en Carlos Paz

Apenas algunas horas después, el intendente Daniel Gómez Gesteira confirmó que enviará un proyecto de ordenanza para “la prohibición de toda modificación topográfica del relieve natural, toda alteración o modificación del ecosistema existente, la subdivisión y fraccionamiento de lotes"".

Entre decisiones y sospechas

El intendente de Carlos Paz dialogó con Noticiero Doce para dar más detalles y lamentó que “en el sistema siempre hay vivos”, con respecto a quienes buscan hacer negocio en medio de un duro contexto ambiental.

+ En fotos: así quedó la zona arrasada por los incendios:

“No se podrá afectar el relieve ni el ecosistema. No se va a poder construir nada que tenga objetivo económico. El concepto inmobiliario queda descartado de plano”, sentenció Daniel Gómez Gesteira asegurando que no habrá lugar para desarrollos urbanísticos en los lotes afectados por los incendios en Carlos Paz y Villa Santa Cruz del Lago.

Las denuncias

Vecinos de la zona opinaron que “el proyecto es muy bueno” y destacaron que era totalmente necesario, puesto que denuncian que desde hace varios años están realizando “loteos ilegales, no aprobados” incluso en terrenos que están “protegidos por la ley de bosques”.

+ MIRÁ MÁS: Carlos Paz: impactante incendio en Villa del Lago

Ya en 2019 habían realizado una denuncia formal ante la Policía Ambiental por un desmonte ilegal en una zona en la que, en teoría, no se podían realizar ese tipo de trabajos.

"
"https://www.facebook.com/eldocetv/posts/3519343834768589","7/10","
eldoce.tv
Carlos Paz: tras el escándalo, prohibirán urbanizaciones en lotes quemados - ElDoce.tv
Por: El Doce Miércoles 07 de Octubre de 2020
2-3 minutos

Mientras Córdoba sigue sufriendo el drama del fuego y crecen las denuncias que aseguran que los incendios fueron intencionales en varios puntos de la provincia, Carlos Paz busca prohibir la urbanización en lotes que fueron arrasados por las llamas tanto en la ciudad como en sectores aledaños como Villa Santa Cruz del Lago.

Ocurre tras el escándalo que reveló El Doce, que mostró cómo los terrenos quemados se ofrecían a la venta hasta en Facebook.

+ MIRÁ MÁS: Después del fuego, cenizas: la destrucción en Carlos Paz

Apenas algunas horas después, el intendente Daniel Gómez Gesteira confirmó que enviará un proyecto de ordenanza para “la prohibición de toda modificación topográfica del relieve natural, toda alteración o modificación del ecosistema existente, la subdivisión y fraccionamiento de lotes"".

Entre decisiones y sospechas

El intendente de Carlos Paz dialogó con Noticiero Doce para dar más detalles y lamentó que “en el sistema siempre hay vivos”, con respecto a quienes buscan hacer negocio en medio de un duro contexto ambiental.

+ En fotos: así quedó la zona arrasada por los incendios:

Carlos Paz y alrededores, desde el aire tras el incendio. / Foto: GP Soluciones

“No se podrá afectar el relieve ni el ecosistema. No se va a poder construir nada que tenga objetivo económico. El concepto inmobiliario queda descartado de plano”, sentenció Daniel Gómez Gesteira asegurando que no habrá lugar para desarrollos urbanísticos en los lotes afectados por los incendios en Carlos Paz y Villa Santa Cruz del Lago.

Las denuncias

Vecinos de la zona opinaron que “el proyecto es muy bueno” y destacaron que era totalmente necesario, puesto que denuncian que desde hace varios años están realizando “loteos ilegales, no aprobados” incluso en terrenos que están “protegidos por la ley de bosques”.

+ MIRÁ MÁS: Carlos Paz: impactante incendio en Villa del Lago

Ya en 2019 habían realizado una denuncia formal ante la Policía Ambiental por un desmonte ilegal en una zona en la que, en teoría, no se podían realizar ese tipo de trabajos.

"
"https://www.facebook.com/villamaria.vivo/posts/3496413287093270","15/10","Piden que bomberos cobren bono de $10 mil de Nación
15/10/2020

Piden al Concejo Deliberante que hable con Nación para que bomberos locales cobren la asignación mensual.

Concejales de Vamos Villa María presentaron un proyecto de resolución solicitando al Departamento Ejecutivo Municipal que accionen con la Jefatura de Gabinete de Ministros de la Nación para que bomberos locales reciban este estímulo.


El decreto contempla una ayuda mensual de la suma de $10.000 para los meses de octubre, noviembre y diciembre por el trabajo contra el fuego, pero abarca solamente a brigadistas empleados del Estado rentados y trabajan en distintos parques nacionales.

Qué dijeron bomberos de la provincia
Tras la publicación del decreto que establece una asignación mensual estimulo otorgada a los trabajadores de la Administración de Parques Nacionales que prestan servicios en el combate de incendios, la Federación de Bomberos Voluntarios de la Provincia de Córdoba informó que no los incluyen.

“No incluye a los Bomberos Voluntarios que trabajaron arduamente y de modo ejemplar, en los reiterados incendios de trascendente magnitud, que han afectado de modo crítico al territorio provincia”, dijeron desde la Federación.

"
"https://www.facebook.com/telediariodigital.net/posts/3575326429155372","21/10","El gobierno entregó mas de 2 millones de pesos para los afectados por los incendios en Alpa Corral
Oct 21, 2020 0
FacebookTwitter

En Alpa Corral, el Ministro de Desarrollo Social de Córdoba, Juan Carlos Massei entregó ayudas a familias que fueron afectadas por los incendios en la localidad de Alpa Corral. La suma alcanza los $2.205.000 y se enmarca dentro del programa de «Remediación Social» que impulsa la provincia de Córdoba para los afectados por los incendios.


El ministro también estuvo en la ciudad de Río Cuarto y se reunió con el intendente Juan Manuel Llamosas en pos de acordar programas de ayuda social para aquellos rubros golpeados por la pandemia:



Commentarios"
"https://www.facebook.com/Cadena3Argentina/posts/4103009136393686","28/10","
cadena3.com
Robaron cuatro celulares cuando Alberto caminaba al CCK
Cadena 3 Argentina
1-2 minutos

Aprovecharon el tumulto y robaron cuatro celulares mientras Alberto Fernández caminaba de Casa Rosada hacia el Centro Cultural Kirchner, por el homenaje a Néstor Kirchner.

El jefe de Estado recorrió este martes a pie el trayecto de aproximadamente 200 metros que separa la Casa de Gobierno del espacio cultural, cruzando el Paseo del Bajo.

/Inicio Código Embebido/

/Fin Código Embebido/

Como cada actividad presidencial, Alberto Fernández estuvo escoltado por la custodia y un grupo de funcionarios. Además, se sumaron los periodistas y simpatizantes kirchneristas.

Pese a los 15 guardias presidenciales y la presencia de la Policía de la Ciudad de Buenos Aires, al menos un delincuente aprovechó la multitud y robó cuatro celulares.

Los damnificados son tres periodistas que cubrían la participación de Alberto Fernández en el homenaje y un trabajador de prensa presidencial.

Informe de Ariel Rodríguez.
"
"https://www.facebook.com/LaVoz.com.ar/posts/10157891891225829","28/10","
lavoz.com.ar
Insólito: denuncian el robo de 4 celulares cuando Alberto Fernández caminaba al CCK para el homenaje a Néstor Kirchner | La Voz
Redacción LAVOZ Miércoles 28 de octubre de 2020 - 13:11
1-2 minutos

Mientras Alberto Fernández y su comitiva recorrían los 200 metros que separan la Casa Rosada del Centro Cultural Kirchner, un delincuente aprovechó el tumulto y se llevó 4 celulares.

El jefe de Estado recorrió este martes a pie el trayecto, cruzando el Paseo del Bajo, para llegar al homenaje por los 10 años de la muerte de Néstor Kirchner en el CCK.

Fernández estuvo escoltado por su custodia personal y un grupo de funcionarios. Además, se sumaron los periodistas y militantes kirchneristas.

Pese a los 15 guardias y la presencia de la Policía de la Ciudad de Buenos Aires, al menos un delincuente aprovechó el descuido y se llevó 4 celulares, según reportaron distintos periodistas que participaron del acto.

Los damnificados fueron tres periodistas y un trabajador de Presidencia.

El robo fue reportado por el periodista Ignacio Ortelli  y por Cadena 3.

SÍNTESIS POLÍTICA

Información exclusiva y el mejor análisis, los lunes en tu correo.

Ingresá tu correo electrónico
"
"https://www.facebook.com/Cadena3Argentina/photos/a.119765601384746/4288564237838174/","31/12","Qué dice la ley de Interrupción Voluntaria del Embarazo
Despenaliza y legaliza el aborto en las primeras 14 semanas de gestación. 

30/12/2020 | 06:11

  

FOTO: El Senado aprobó la legalización del aborto

‹›

Permite la interrupción del embarazo hasta la semana 14 de gestación y regula las condiciones para el acceso a esa práctica, al tiempo que permite la objeción de conciencia por parte del personal de salud.

La iniciativa original fue modificada por la Cámara de Diputados y durante el debate en el Senado se anunció un cambio más, referido a las causales legales para un aborto posterior al plazo establecido, que se hará en la reglamentación por parte del Poder Ejecutivo.

Mirá también


Histórica sesión

El Senado convirtió en ley la legalización del aborto
A continuación, los puntos principales de la norma:

- Consagra el derecho de mujeres y personas con otras identidades de género con capacidad de gestar a decidir la interrupción del embarazo, requerir y acceder a la atención del aborto, y recibir atención postaborto en los servicios del sistema de salud.

- El aborto se permitirá hasta la semana catorce inclusive, del proceso gestacional. Fuera de ese plazo solo se podrá acceder en caso de violación o si estuviere en peligro la vida o la salud integral de la persona gestante.

- Mujeres y personas gestantes tienen derecho a acceder a la interrupción de su embarazo en los servicios del sistema de saludo con su asistencia, en un plazo máximo de diez (10) días corridos desde su requerimiento.

- Previo a la realización del aborto se requiere el consentimiento informado de la persona gestante expresado por escrito.

- Los médicos y personal de salud podrán registrarse como objetores de conciencia, debiendo mantener esa postura tanto en instituciones públicas como privadas.

- Los efectores de salud que no cuenten con profesionales para realizar la interrupción del embarazo a causa del ejercicio del derecho de objeción de conciencia deberán ""disponer la derivación a un efector que realice efectivamente la prestación y que sea de similares características al que la persona solicitante de la prestación consultó"".

- El personal de salud no podrá negarse a la realización de la interrupción del embarazo en caso de que la vida o salud de la persona gestante esté en peligro y requiera atención inmediata e impostergable.

- Tampoco se podrá alegar objeción de conciencia para negarse a prestar atención sanitaria postaborto.

- En el caso de las gestantes menores de 16 años con embarazos no deseados que decidan abortar, se requerirá su consentimiento informado y la asistencia de al menos uno de sus padres, conforme lo dispuesto en el artículo 26 del Código Civil y Comercial.

- Obras sociales y prepagas deben incorporar la cobertura integral y gratuita de la interrupción voluntaria del embarazo. Estas prestaciones quedan incluidas en el Programa Nacional de Garantía de Calidad de la Atención Médica y en el PMO con cobertura total, junto con las prestaciones de diagnóstico, medicamentos y terapias de apoyo.

- Se modifica el artículo 85 del Código Penal, que quedará redactado de la siguiente manera: ""ARTÍCULO 85. - El o la que causare un aborto será reprimido: 1º) Con prisión de TRES (3) a DIEZ (10) años, si obrare sin consentimiento de la persona gestante. Esta pena podrá elevarse hasta QUINCE (15) años si el hecho fuere seguido de la muerte de la persona gestante. 2º) Con prisión de TRES (3) meses a UN (1) año, si obrare con consentimiento de la persona gestante, luego de la semana CATORCE (14) de gestación y siempre que no mediaren los supuestos previstos en el artículo 86""."
"https://www.facebook.com/LaVoz.com.ar/posts/10156657979590829","15/08","www.lavoz.com.ar
Bomberos controló el incendio forestal en el Valle de Punilla | La Voz
Redacción LAVOZ Jueves 15 de agosto de 2019 - 19:55
1-1 minutes
Luego de una ardua jornada de trabajo, bomberos logró combatir un incendio forestal que se desató el jueves por la tarde en la estancia San Bernardo, en el Valle de Punilla, ubicado entre Icho Cruz y Cuesta Blanca, según informaron desde la Federación de Bomberos a La Voz.

En el lugar trabajaron tres aviones hidrantes y personal de 10 cuarteles. 

Valle de Punilla. Incendio en las Sierras. (Federación de Bomberos).

Valle de Punilla. Incendio en las Sierras. (Federación de Bomberos).
Diego Concha, jefe de Defensa Civil del Gobierno provincial, indicó que se desvió el tránsito de la ruta 14 hacia el derivador de Las Jarillas para ingresar al camino de las Altas Cumbres desde el sur de Punilla. Por el incendio, se decretó la alerta roja."
"https://www.facebook.com/LaVoz.com.ar/posts/10156691438575829","29/08","www.lavoz.com.ar
Video: así, un helicóptero cargó agua de una pileta para controlar un incendio en Alta Gracia | La Voz
Redacción LAVOZ Jueves 29 de agosto de 2019 - 18:29 | Actualizado: 29/08/2019 - 18:33
1-1 minutes
Publicidad

Ciudadanos • Incendios

Durante el arduo combate contra el fuego, un helicóptero de la provincia debió recargar agua en una pileta de un domicilio particular para continuar con la tarea de controlar el foco de incendio, que se desató en la tarde del jueves en las inmediaciones a Potrerillo de Larreta, en Alta Gracia. Gracias al accionar de esta aeronave, aviones hidrantes y el equipo de bomberos voluntarios, el siniestro pudo ser contenido.  Hay riesgo extremo por incendios en Córdoba."
"https://www.facebook.com/Cadena3Argentina/videos/1534562883352761/","29/08","Bomberos logran contener el incendio en Potrerillo de Larreta"
"https://www.instagram.com/p/B22aLPuHZhe/?utm_source=ig_web_copy_link","26/09",
"https://www.facebook.com/eldocetv/posts/2585095114860137","26/09",
"https://www.instagram.com/tv/B273HZXnlGo/?utm_source=ig_web_copy_link","27/09",
"https://www.facebook.com/eldocetv/posts/2586808284688820","27/09",
"https://www.facebook.com/LaVoz.com.ar/posts/10156759657495829","27/09",
"https://www.instagram.com/p/B26rG0rnSBf/?utm_source=ig_web_copy_link","27/09",
"https://www.facebook.com/eldocetv/posts/2585728308130151","27/09",
"https://www.facebook.com/Cadena3Argentina/posts/3011961578831786","27/09",
"https://www.facebook.com/LaVoz.com.ar/posts/10156760944885829","27/09",
"https://www.facebook.com/LaVoz.com.ar/posts/10156759134375829","27/09",
"https://www.facebook.com/Cadena3Argentina/posts/3011679252193352","27/09",
"https://www.facebook.com/eldocetv/videos/469868440270693/","28/09",
"https://www.facebook.com/Cadena3Argentina/posts/3014682451893032:0","28/09",
"https://www.facebook.com/Cadena3Argentina/posts/3013971138630830","28/09",
"https://www.facebook.com/Cadena3Argentina/posts/3014580458569898:0","28/09",
"https://www.facebook.com/LaVoz.com.ar/posts/10156763220245829","28/09",
"https://www.facebook.com/LaVoz.com.ar/posts/10156763515880829","28/09",
"https://www.facebook.com/Cadena3Argentina/posts/3014409405253670","28/09",
"https://www.facebook.com/LaVoz.com.ar/posts/10156762739010829","28/09",
"https://www.instagram.com/p/B2_tutMnILr/?utm_source=ig_web_copy_link","29/09",
"https://www.facebook.com/Cadena3Argentina/posts/3017209394973671:0","29/09",
"https://www.facebook.com/LaVoz.com.ar/posts/10156765946130829","29/09",
"https://www.facebook.com/eldocetv/posts/2590060864363562","29/09",
"https://www.facebook.com/LaVoz.com.ar/posts/10156764534715829","29/09",
"https://www.instagram.com/p/B3CIhhVnRff/?utm_source=ig_web_copy_link","30/09",
"https://www.facebook.com/eldocetv/posts/2592665937436388","30/09",
